"opportunityId","clusterId","recommendedPageTitle","recommendedSlug","primaryKeyword","supportingKeywordCount","supportingKeywords","pageType","intent","overlap_route","overlap_sourceFile","overlap_matchedTokens","overlap_baseTokenCount","overlap_overlapRatio","score","sb_serviceFitHint","sb_buyerIntentHint","sb_localIntentHint","sb_clusterDepth","sb_modifierStrength","sb_existingOverlapPenalty","sb_dataCompleteness","rationale","recommendedNextAction"
"o-1444","c-1119","Pizza Express Employee Handbook","pizza-express-employee-handbook","pizza express employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-1445","c-1200","Save Foods Employee Handbook","save-on-foods-employee-handbook","save on foods employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-1446","c-1261","Staff Handbook Early Years Settings","staff-handbook-for-early-years-settings","staff handbook for early years settings","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-1447","c-1276","Steward Medical Group Employee Handbook","steward-medical-group-employee-handbook","steward medical group employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-1448","c-1294","Sykes Employee Handbook","sykes-employee-handbook","sykes employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-1449","c-1339","Tuesday Morning Employee Handbook","tuesday-morning-employee-handbook","tuesday morning employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-1450","c-1401","Vision Express Employee Handbook","vision-express-employee-handbook","vision express employee handbook","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-1451","c-1407","Walmart Associate Handbook","walmart-associate-handbook-2022","walmart associate handbook 2022","0","","pillar","general","","","","","","5","3","0","0","0","0","0","2","Priority heuristic 5. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-003","c-014","Staff Handbook","staff-handbook","staff handbook","0","","pillar","general","","","","","","4","2","0","0","0","0","0","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-022","c-009","Employee Handbook Small","employee-handbook-for-small-business","employee handbook for small business","0","","audience-service","audience-specific","/","src/app/page.tsx","2","4","0.5","4","3","0","0","0","1","-2","2","Priority heuristic 4. Signals: intent=audience-specific, pageType=audience-service, keywords=1, volumeData=supplied, existingOverlap=0.5. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-024","c-011","Employee Manual","employee-manual","employee manual","0","","pillar","general","","","","","","4","2","0","0","0","0","0","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-027","c-017","Employee Handbook Services","employee-handbook-services","employee handbook services","0","","pillar","general","/thank-you","src/app/thank-you/page.tsx","1","3","0.33","4","3","0","0","0","0","-1","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0.33. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-030","c-064","Employee Guidelines","employee-guidelines","employee guidelines","0","","pillar","general","","","","","","4","2","0","0","0","0","0","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-033","c-088","Small Company Employee Handbook","small-company-employee-handbook","small company employee handbook","0","","pillar","general","/","src/app/page.tsx","1","4","0.25","4","3","0","0","0","0","-1","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0.25. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-034","c-108","Employee Guidelines Small","employee-guidelines-for-small-business","employee guidelines for small business","0","","audience-service","audience-specific","/","src/app/page.tsx","2","4","0.5","4","3","0","0","0","1","-2","2","Priority heuristic 4. Signals: intent=audience-specific, pageType=audience-service, keywords=1, volumeData=supplied, existingOverlap=0.5. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-037","c-300","Staff Guidelines","staff-guidelines","staff guidelines","0","","pillar","general","","","","","","4","2","0","0","0","0","0","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-045","c-958","Manual Employees","manual-employees","manual employees","0","","pillar","general","","","","","","4","2","0","0","0","0","0","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-100","c-031","Hr Policies Procedures Manual","hr-policies-and-procedures-manual","hr policies and procedures manual","1","hr manual policies and procedures","pillar","general","/","src/app/page.tsx","2","4","0.5","4","3","0","0","1","0","-2","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=2, volumeData=supplied, existingOverlap=0.5. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-169","c-001","Employee Policy Handbook","employee-policy-handbook","employee policy handbook","0","","pillar","general","/privacy-policy","src/app/privacy-policy/page.tsx","1","3","0.33","4","3","0","0","0","0","-1","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0.33. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-170","c-003","Employment Policy Manual","employment-policy-manual","employment policy manual","0","","pillar","general","/privacy-policy","src/app/privacy-policy/page.tsx","1","3","0.33","4","3","0","0","0","0","-1","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0.33. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-171","c-004","Employee Handbook Compliance","employee-handbook-compliance","employee handbook compliance","0","","pillar","general","/services","src/app/services/page.tsx","1","3","0.33","4","3","0","0","0","0","-1","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0.33. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-187","c-033","Company Handbook Examples","company-handbook-examples","company handbook examples","0","","pillar","general","/who-we-help","src/app/who-we-help/page.tsx","1","3","0.33","4","3","0","0","0","0","-1","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0.33. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-188","c-034","Hr Employee Handbook","hr-employee-handbook","hr employee handbook","0","","pillar","general","/who-we-help","src/app/who-we-help/page.tsx","1","3","0.33","4","3","0","0","0","0","-1","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0.33. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-195","c-043","Employee Handbook Writing Service","employee-handbook-writing-service","employee handbook writing service","0","","pillar","general","/about","src/app/about/page.tsx","1","4","0.25","4","3","0","0","0","0","-1","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0.25. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
"o-196","c-044","Company Policy Handbook","company-policy-handbook","company policy handbook","0","","pillar","general","/who-we-help","src/app/who-we-help/page.tsx","1","3","0.33","4","3","0","0","0","0","-1","2","Priority heuristic 4. Signals: intent=general, pageType=pillar, keywords=1, volumeData=supplied, existingOverlap=0.33. Score ranks build priority only and is not an SEO difficulty estimate.","Create a new pillar page SEO brief for this cluster."
